compound_id,target_CHRM1_standard_value,target_CHRM2_standard_value,target_CHRM3_standard_value,target_CHRM4_standard_value,target_CHRM5_standard_value,target_DRD2_standard_value,target_HRH1_standard_value,target_HTR2A_standard_value,target_KCNH2_standard_value,target_OPRM1_standard_value,base_rdkit_smiles
O=c1c(NC(CO)CO)nc2ccccc2n1C1CCN(C2CCCCCCC2)CC1,,,,,,,,,,5.48,O=c1c(NC(CO)CO)nc2ccccc2n1C1CCN(C2CCCCCCC2)CC1
Cc1cccc(OCCC(=O)NCC(c2ccccc2)N(C)C)c1,,,,,,,,,,4.03391,Cc1cccc(OCCC(=O)NCC(c2ccccc2)N(C)C)c1
COC(=O)NC1(Cc2ccc(Cl)cc2)C[C@@H]2CC[C@H](C1)N2C(c1ccccc1Cl)c1ccccc1Cl,,,,,,,,,,5.80604,COC(=O)NC1(Cc2ccc(Cl)cc2)C[C@@H]2CC[C@H](C1)N2C(c1ccccc1Cl)c1ccccc1Cl
N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H]1C/C=C/C[C@H](C(=O)O)NC(=O)[C@H](Cc2ccccc2)NC(=O)CNC1=O,,,,,,,,,,8.58,N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H]1C/C=C/C[C@H](C(=O)O)NC(=O)[C@H](Cc2ccccc2)NC(=O)CNC1=O
Clc1ccc(CN2CCN(c3ncccn3)CC2)cc1,,,,,,,,,,4.034,Clc1ccc(CN2CCN(c3ncccn3)CC2)cc1
O=C(CO)N(CCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(O)c1)C2)Cc1ccc(F)cc1,,,,,,,,,,8.0,O=C(CO)N(CCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(O)c1)C2)Cc1ccc(F)cc1
C=CCN1[C@H]2Cc3ccccc3[C@@H](c3ccccc32)[C@H]1C,,,,,,,,,,5.7,C=CCN1[C@H]2Cc3ccccc3[C@@H](c3ccccc32)[C@H]1C
Oc1cc2ccccc2n1C1CCN(CC2CCCCCCC2)CC1,,,,,,,,,,7.84,Oc1cc2ccccc2n1C1CCN(CC2CCCCCCC2)CC1
CC1(C)CC(=O)C2=C(C1)OC1=C(C(=O)CC(C)(C)C1)C2c1ccc(OCc2ccccc2F)cc1,,,,,,,,,,5.3,CC1(C)CC(=O)C2=C(C1)OC1=C(C(=O)CC(C)(C)C1)C2c1ccc(OCc2ccccc2F)cc1
COc1ccc(CNCCc2c[nH]c3ccccc23)c(OC)c1C,,,,,,,,,,4.1724485622703975,COc1ccc(CNCCc2c[nH]c3ccccc23)c(OC)c1C
CCCC(C)CN1CCC(c2ccc(C(=O)N(C)C)cc2)(c2cccc(O)c2)CC1,,,,,,,,,,6.0506099933550885,CCCC(C)CN1CCC(c2ccc(C(=O)N(C)C)cc2)(c2cccc(O)c2)CC1
CC(C)N[C@H]1CCn2c(=O)[nH]c3cccc(c32)[C@@H]1O,,,,,,,,,,5.093300653328581,CC(C)N[C@H]1CCn2c(=O)[nH]c3cccc(c32)[C@@H]1O
OCC1(CCc2ccccc2)CCN(Cc2ccccc2Cl)CC1,,,,,,,,,,4.119175803267482,OCC1(CCc2ccccc2)CCN(Cc2ccccc2Cl)CC1
CC(=O)N(CCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(O)c1)C2)Cc1ccccc1,,,,,,,,,,8.0,CC(=O)N(CCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(O)c1)C2)Cc1ccccc1
CN1C[C@@H]2Oc3ccc(O)cc3[C@@]23CCC[C@@H]1C3,,,,,,,,,,5.533132379645891,CN1C[C@@H]2Oc3ccc(O)cc3[C@@]23CCC[C@@H]1C3
COc1ccc2c3c1O[C@@H]1[C@]34CCN(CC3CC3)[C@H](C2)[C@]42CC[C@@]1(OC)[C@@H](C[S+]([O-])Cc1ccccc1)C2,,,,,,,,,,7.712499999999999,COc1ccc2c3c1O[C@@H]1[C@]34CCN(CC3CC3)[C@H](C2)[C@]42CC[C@@]1(OC)[C@@H](C[S+]([O-])Cc1ccccc1)C2
CC(C)CCC(C)N1[C@H]2CCC[C@@H]1C[C@H](n1c(=O)c(C(=O)O)nc3ccccc31)C2,,,,,,,,,,6.18,CC(C)CCC(C)N1[C@H]2CCC[C@@H]1C[C@H](n1c(=O)c(C(=O)O)nc3ccccc31)C2
Cc1cc(O)cc(C)c1C[C@H](N)C(=O)N[C@@H]1CCCCNC(=O)C[C@@H](C(N)=O)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](Cc2ccc(F)cc2F)NC1=O,,,,,,,,,,8.29,Cc1cc(O)cc(C)c1C[C@H](N)C(=O)N[C@@H]1CCCCNC(=O)C[C@@H](C(N)=O)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](Cc2ccc(F)cc2F)NC1=O
CCN(CC)CCN1CN(c2ccccc2)C2(CCN(Cc3c(Cl)cccc3Cl)CC2)C1=O,,,,,,,,,,6.911820042331313,CCN(CC)CCN1CN(c2ccccc2)C2(CCN(Cc3c(Cl)cccc3Cl)CC2)C1=O
O=C(NCC1NCCc2ccccc21)C1CCCC1,,,,,,,,,,5.05,O=C(NCC1NCCc2ccccc21)C1CCCC1
CN1c2ccccc2C(c2ccccc2F)=NC[C@H]1CCNC(=O)c1ccsc1,,,,,,,,,,7.608887079793448,CN1c2ccccc2C(c2ccccc2F)=NC[C@H]1CCNC(=O)c1ccsc1
CCCCN1CN(c2ccccc2)C2(CCN(C(c3ccccc3)c3ccccc3)CC2)C1=O,,,,,,,,,,5.071880119738536,CCCCN1CN(c2ccccc2)C2(CCN(C(c3ccccc3)c3ccccc3)CC2)C1=O
CS(=O)(=O)CC(=O)N(CCCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(C(N)=O)c1)C2)CC1CCCCC1,,,,,,,,,,8.0,CS(=O)(=O)CC(=O)N(CCCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(C(N)=O)c1)C2)CC1CCCCC1
CN(C(=O)Cc1cc2c(cc1S(=O)(=O)N(C)C)OCO2)[C@H](CN1CC[C@H](O)C1)c1ccccc1,,,,,,,,,,7.469630270739437,CN(C(=O)Cc1cc2c(cc1S(=O)(=O)N(C)C)OCO2)[C@H](CN1CC[C@H](O)C1)c1ccccc1
CC(=O)C(N)CCC[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1Cc2ccccc2CN1C(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)O,,,,,,,,,,5.346787486224656,CC(=O)C(N)CCC[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1Cc2ccccc2CN1C(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)O
CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)[C@@H](NC(=O)[C@@H](N)Cc1ccc(O)cc1)[C@@H](C)O)C(=O)N[C@@H](CO[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O)C(N)=O,,,,,,,,,,8.300343331887994,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)[C@@H](NC(=O)[C@@H](N)Cc1ccc(O)cc1)[C@@H](C)O)C(=O)N[C@@H](CO[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O)C(N)=O
CC[C@H](C)[C@H](NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1CCCN1C(=O)CNC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N1CCC[C@@H]1C(=O)N[C@@H](CCCCN)C(=O)O,,,,,,,,,,4.820341017568944,CC[C@H](C)[C@H](NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1CCCN1C(=O)CNC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N1CCC[C@@H]1C(=O)N[C@@H](CCCCN)C(=O)O
Fc1ccc2[nH]cc(C3CCN(CC4CCCCCCC4)CC3)c2c1,,,,,,,,,,5.969144061128263,Fc1ccc2[nH]cc(C3CCN(CC4CCCCCCC4)CC3)c2c1
Cc1ccc(C(c2ccccc2Cl)N2C3CCC2CC(O)(C2CCNC2=O)C3)c(Cl)c1,,,,,,,,,,6.109337241530676,Cc1ccc(C(c2ccccc2Cl)N2C3CCC2CC(O)(C2CCNC2=O)C3)c(Cl)c1
CCC(=O)N(c1ccc(C(C)NC(=O)[C@H]2O[C@@H](c3nc4ncnc(NC5CCCC5)c4[nH]3)[C@H](O)[C@@H]2O)cc1)C1CCN(CCc2ccccc2)CC1,,,,,,,,,,6.1389343103434815,CCC(=O)N(c1ccc(C(C)NC(=O)[C@H]2O[C@@H](c3nc4ncnc(NC5CCCC5)c4[nH]3)[C@H](O)[C@@H]2O)cc1)C1CCN(CCc2ccccc2)CC1
COc1ccc(Cl)cc1-c1cccn(C(CN2CCC(O)C2)c2ccccc2)c1=O,,,,,,,,,,6.72,COc1ccc(Cl)cc1-c1cccn(C(CN2CCC(O)C2)c2ccccc2)c1=O
O=C(O[C@@]12CCC(=O)[C@@H]3Oc4c(O)ccc5c4[C@@]31CCN(CC1CC1)[C@@H]2C5)c1cnc2ccccc2c1,,,,,,,,,,8.5701244299994,O=C(O[C@@]12CCC(=O)[C@@H]3Oc4c(O)ccc5c4[C@@]31CCN(CC1CC1)[C@@H]2C5)c1cnc2ccccc2c1
COc1ccc2c3c1O[C@H]1C(=O)CC[C@@]4(OC(=O)/C=C/c5ccc(C)cc5)[C@@H](C2)N(CC2CC2)CC[C@]314,,,,,,,,,,8.379187677400525,COc1ccc2c3c1O[C@H]1C(=O)CC[C@@]4(OC(=O)/C=C/c5ccc(C)cc5)[C@@H](C2)N(CC2CC2)CC[C@]314
Cc1ccc(S(=O)(=O)NCc2ccc(C(=O)NCCN(Cc3ccc(Br)cc3)C(C)C)cc2)cc1,,,,,,,,,,4.49485,Cc1ccc(S(=O)(=O)NCc2ccc(C(=O)NCCN(Cc3ccc(Br)cc3)C(C)C)cc2)cc1
N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H]1CCCCNC(=O)CNC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](Cc2ccccc2)NC1=O,,,,,,,,,,8.64,N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H]1CCCCNC(=O)CNC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](Cc2ccccc2)NC1=O
CC(C)(CO)C(=O)N(CCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(C(N)=O)c1)C2)Cc1ccccc1,,,,,,,,,,8.0,CC(C)(CO)C(=O)N(CCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(C(N)=O)c1)C2)Cc1ccccc1
CC(C)[C@@H](CN1CC[C@@](C)(c2cccc(O)c2)[C@@H](C)C1)NC(=O)[C@@H]1CCc2cc(O)ccc2C1,,,,,,,,,,6.92041,CC(C)[C@@H](CN1CC[C@@](C)(c2cccc(O)c2)[C@@H](C)C1)NC(=O)[C@@H]1CCc2cc(O)ccc2C1
COc1ccc(CN(CCNC(=O)c2ccc(CNS(=O)(=O)c3ccc(C)cc3)cc2)C(C)C)cc1,,,,,,,,,,4.49485,COc1ccc(CN(CCNC(=O)c2ccc(CNS(=O)(=O)c3ccc(C)cc3)cc2)C(C)C)cc1
CCC(=O)N1CCN(C(=O)Cc2ccc(Cl)c(Cl)c2)C2C(N3CCCC3)CCCC21,,,,,,,,,,5.478968053915811,CCC(=O)N1CCN(C(=O)Cc2ccc(Cl)c(Cl)c2)C2C(N3CCCC3)CCCC21
CCN(CC)C(=O)c1ccc(C(c2ccccc2)N2CCCNCC2)cc1,,,,,,,,,,5.64,CCN(CC)C(=O)c1ccc(C(c2ccccc2)N2CCCNCC2)cc1
NC(=O)c1ccc(Oc2ccc(CCCNc3ccccc3)cc2)nc1,,,,,,,,,,6.0,NC(=O)c1ccc(Oc2ccc(CCCNc3ccccc3)cc2)nc1
CCn1cc(CNCc2cn(-c3ccccc3C)nc2-c2ccc(OC)c(F)c2)cn1,,,,,,,,,,4.6704028782976525,CCn1cc(CNCc2cn(-c3ccccc3C)nc2-c2ccc(OC)c(F)c2)cn1
CCC(C)(C)[C@H]1CC[C@@H](N2CCC(n3c(O)cc4ccccc43)CC2)CC1,,,,,,,,,,7.79,CCC(C)(C)[C@H]1CC[C@@H](N2CCC(n3c(O)cc4ccccc43)CC2)CC1
O=C(C[n+]1cc(-c2ccccc2)n2c1CCC2)Nc1nc(-c2ccc(F)cc2)cs1,,,,,,,,,,4.034,O=C(C[n+]1cc(-c2ccccc2)n2c1CCC2)Nc1nc(-c2ccc(F)cc2)cs1
O=C(O)CNCCNc1nc2ccccc2n([C@@H]2C[C@@H]3CC[C@H](C2)N3C2CCCCCCC2)c1=O,,,,,,,,,,5.5,O=C(O)CNCCNc1nc2ccccc2n([C@@H]2C[C@@H]3CC[C@H](C2)N3C2CCCCCCC2)c1=O
CCc1ccc(S(=O)(=O)NCc2ccc(C(=O)NCCN(Cc3ccc(Br)cc3)C(C)C)cc2)cc1,,,,,,,,,,4.49485,CCc1ccc(S(=O)(=O)NCc2ccc(C(=O)NCCN(Cc3ccc(Br)cc3)C(C)C)cc2)cc1
O=C(N[C@@H]1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5)c1cnc2ccccc2c1,,,,,,,,,,10.151225489996436,O=C(N[C@@H]1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5)c1cnc2ccccc2c1
O=S1(=O)NCc2ccccc2N1C1CCN(Cc2ccc3ccccc3c2)CC1,,,,,,,,,,6.530825667396963,O=S1(=O)NCc2ccccc2N1C1CCN(Cc2ccc3ccccc3c2)CC1
CN(C)C1(c2ccc(F)cc2)CCC2(CC1)c1sc3ccccc3c1CC[S+]2[O-],,,,,,,,,,7.24,CN(C)C1(c2ccc(F)cc2)CCC2(CC1)c1sc3ccccc3c1CC[S+]2[O-]
CC(C)C1CCC(N2CCC(N3c4ccccc4CN(CCO)S3(=O)=O)CC2)CC1,,,,,,,,,,7.068875387189109,CC(C)C1CCC(N2CCC(N3c4ccccc4CN(CCO)S3(=O)=O)CC2)CC1
OC1(c2ccc(Cl)c(C(F)(F)F)c2)CCN(CCC(c2ccccc2)c2ccccc2)CC1,,,,,,,,,,8.39948500216801,OC1(c2ccc(Cl)c(C(F)(F)F)c2)CCN(CCC(c2ccccc2)c2ccccc2)CC1
COc1ccc(C)c(OC(CCN2CCC(n3c(=O)n(CC(=O)NC4CC4)c4ccccc43)CC2)C(C)C)c1,,,,,,,,,,6.922225759651867,COc1ccc(C)c(OC(CCN2CCC(n3c(=O)n(CC(=O)NC4CC4)c4ccccc43)CC2)C(C)C)c1
COC1=CCC2C(=C1)[C@@H]1c3cc(OC)ccc3C[C@@H]2N2CCC[C@@H]12,,,,,,,,,,6.8,COC1=CCC2C(=C1)[C@@H]1c3cc(OC)ccc3C[C@@H]2N2CCC[C@@H]12
C1=CCC2C(=C1)[C@@H]1c3ccccc3C[C@H]2N2CCCC[C@@H]12,,,,,,,,,,6.41,C1=CCC2C(=C1)[C@@H]1c3ccccc3C[C@H]2N2CCCC[C@@H]12
CN1c2ccccc2C(c2ccccc2F)=NC[C@@H]1CCNC(=O)c1ccsc1,,,,,,,,,,8.82097718523608,CN1c2ccccc2C(c2ccccc2F)=NC[C@@H]1CCNC(=O)c1ccsc1
CN(C)[C@]1(c2ccccc2)CC[C@@]2(CC1)OCCc1c3cc(F)ccc3[nH]c12,,,,,,,,,,7.34,CN(C)[C@]1(c2ccccc2)CC[C@@]2(CC1)OCCc1c3cc(F)ccc3[nH]c12
CCOC(=O)C1(Cc2ccccc2C)CCCN(Cc2ccc(NC(C)=O)cc2)C1,,,,,,,,,,4.30103,CCOC(=O)C1(Cc2ccccc2C)CCCN(Cc2ccc(NC(C)=O)cc2)C1
CC(C)(O)C(=O)N(CCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(C(N)=O)c1)C2)Cc1c(F)cccc1F,,,,,,,,,,8.0,CC(C)(O)C(=O)N(CCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(C(N)=O)c1)C2)Cc1c(F)cccc1F
C[S+]([O-])[C@@H]1Cc2ccc(O)cc2C(C)(C)[C@@H]1N,,,,,,,,,,5.839217681023038,C[S+]([O-])[C@@H]1Cc2ccc(O)cc2C(C)(C)[C@@H]1N
CC(=O)N[C@H](Cc1c[nH]c2c(C)cccc12)C(=O)N[C@@H](Cc1ccccc1)C(=O)NCC(N)=O,,,,,,,,,,4.0,CC(=O)N[C@H](Cc1c[nH]c2c(C)cccc12)C(=O)N[C@@H](Cc1ccccc1)C(=O)NCC(N)=O
CC1C2Cc3ccc(O)cc3[C@]1(C)CCN2CC1(C)CC1,,,,,,,,,,9.09,CC1C2Cc3ccc(O)cc3[C@]1(C)CCN2CC1(C)CC1
CCC(=O)N(CCCCCCN=C(N)N)C1CCN(CCc2ccccc2)CC1,,,,,,,,,,8.982968330350609,CCC(=O)N(CCCCCCN=C(N)N)C1CCN(CCc2ccccc2)CC1
Oc1ccc(CN2CCN(c3ncccn3)CC2)cc1,,,,,,,,,,4.03441,Oc1ccc(CN2CCN(c3ncccn3)CC2)cc1
CC(c1ccc(Cl)cc1)N1CCC(n2c(=O)[nH]c3ccccc32)CC1,,,,,,,,,,7.27,CC(c1ccc(Cl)cc1)N1CCC(n2c(=O)[nH]c3ccccc32)CC1
NC(=O)[C@@H]1CC(=O)NCCCC[C@@H](NC(=O)[C@@H](N)Cc2ccc(O)cc2)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](Cc2ccc(F)cc2F)C(=O)N1,,,,,,,,,,8.2,NC(=O)[C@@H]1CC(=O)NCCCC[C@@H](NC(=O)[C@@H](N)Cc2ccc(O)cc2)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](Cc2ccc(F)cc2F)C(=O)N1
CN1CC[C@]23c4c5ccc(O)c4O[C@H]2CC=C[C@H]3[C@H]1C5,,,,,,,,,,8.67944517631652,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2CC=C[C@H]3[C@H]1C5
O=C(Nc1ccc(F)cc1)N1CCC(c2ccccc2)(c2nccn2Cc2ccccc2)CC1,,,,,,,,,,5.919663173048966,O=C(Nc1ccc(F)cc1)N1CCC(c2ccccc2)(c2nccn2Cc2ccccc2)CC1
C=Cc1ccc(C(=O)N2CCC(CCc3ccccc3)(C(=O)OCC)CC2)cc1,,,,,,,,,,4.30103,C=Cc1ccc(C(=O)N2CCC(CCc3ccccc3)(C(=O)OCC)CC2)cc1
Cc1cccc(O)c1C(=O)C1=CCCN2CCC[C@@H]12,,,,,,,,,,4.326883555656553,Cc1cccc(O)c1C(=O)C1=CCCN2CCC[C@@H]12
CS(=O)(=O)N(CCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(C(N)=O)c1)C2)Cc1ccccc1,,,,,,,,,,8.0,CS(=O)(=O)N(CCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(C(N)=O)c1)C2)Cc1ccccc1
Cn1c(CN2CCN(c3cccc(Cl)c3)CC2)nc2ccccc21,,,,,,,,,,4.7504095848629255,Cn1c(CN2CCN(c3cccc(Cl)c3)CC2)nc2ccccc21
C[C@@H]1[C@@H]2C3=CC(N4CCOCC4)=CCC3[C@H](Cc3ccc(N4CCOCC4)cc32)N1C,,,,,,,,,,6.16,C[C@@H]1[C@@H]2C3=CC(N4CCOCC4)=CCC3[C@H](Cc3ccc(N4CCOCC4)cc32)N1C
COc1ccc(N2C(=O)C(C(=O)NNc3ccccc3C)=CC3C(=O)CC(C)(C)C=C32)cc1,,,,,,,,,,4.84,COc1ccc(N2C(=O)C(C(=O)NNc3ccccc3C)=CC3C(=O)CC(C)(C)C=C32)cc1
COc1ccccc1C(=O)NCC1NCCc2ccccc21,,,,,,,,,,5.48,COc1ccccc1C(=O)NCC1NCCc2ccccc21
c1ccc(CNc2nc3cc4c(cc3s2)C[C@@H]2[C@@H]3CCCC[C@]43CCN2CC2CC2)cc1,,,,,,,,,,8.0,c1ccc(CNc2nc3cc4c(cc3s2)C[C@@H]2[C@@H]3CCCC[C@]43CCN2CC2CC2)cc1
CCCN/C(=N\CC1CC1)Nc1ccc2[nH]c3c(c2c1)C[C@@]1(O)[C@H]2Cc4ccc(O)c5c4[C@@]1(CCN2CC1CC1)[C@H]3O5,,,,,,,,,,7.650000000000001,CCCN/C(=N\CC1CC1)Nc1ccc2[nH]c3c(c2c1)C[C@@]1(O)[C@H]2Cc4ccc(O)c5c4[C@@]1(CCN2CC1CC1)[C@H]3O5
CC(O)CNC(=O)C1(c2ccccc2)CC2CCC(C1)N2C(c1ccccc1Cl)c1ccccc1Cl,,,,,,,,,,7.242063786081878,CC(O)CNC(=O)C1(c2ccccc2)CC2CCC(C1)N2C(c1ccccc1Cl)c1ccccc1Cl
O=c1c(N2CCc3ccccc32)nc2ccccc2n1C1CCN(C2CCCCCCC2)CC1,,,,,,,,,,5.84,O=c1c(N2CCc3ccccc32)nc2ccccc2n1C1CCN(C2CCCCCCC2)CC1
CO[C@@]12CC[C@@]3(C[C@@H]1CNC/C=C/c1ccc(Cl)cc1)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1C)[C@H]2O5,,,,,,,,,,8.930206105156774,CO[C@@]12CC[C@@]3(C[C@@H]1CNC/C=C/c1ccc(Cl)cc1)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1C)[C@H]2O5
NC(=O)c1cccc([C@@H]2C[C@@H]3CC[C@H](C2)N3CCN(CC2CCCCC2)C(=O)Cc2ccccc2)c1,,,,,,,,,,8.0,NC(=O)c1cccc([C@@H]2C[C@@H]3CC[C@H](C2)N3CCN(CC2CCCCC2)C(=O)Cc2ccccc2)c1
COc1cccc(CN2CCN(C(=O)c3ccco3)CC2)c1,,,,,,,,,,4.03395,COc1cccc(CN2CCN(C(=O)c3ccco3)CC2)c1
CCCCN1CCc2ccccc2C1CNC(=O)c1ccc(C)cc1,,,,,,,,,,6.34,CCCCN1CCc2ccccc2C1CNC(=O)c1ccc(C)cc1
COc1ccc(CN2CCc3c([nH]c4ccccc34)C2)c(OC)c1C,,,,,,,,,,4.51103,COc1ccc(CN2CCc3c([nH]c4ccccc34)C2)c(OC)c1C
CC1(C)SC[C@@H](C(=O)O)NC(=O)[C@H](Cc2ccccc2)NC(=O)CNC(=O)[C@@H]1NC(=O)[C@@H](N)Cc1ccc(O)cc1,,,,,,,,,,6.88901416192329,CC1(C)SC[C@@H](C(=O)O)NC(=O)[C@H](Cc2ccccc2)NC(=O)CNC(=O)[C@@H]1NC(=O)[C@@H](N)Cc1ccc(O)cc1
COC12CC[C@@]3(C[C@@H]1CNC(=O)c1ccccc1C(=O)O)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1CC1CC1)[C@H]2O5,,,,,,,,,,8.820341017568946,COC12CC[C@@]3(C[C@@H]1CNC(=O)c1ccccc1C(=O)O)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1CC1CC1)[C@H]2O5
O=C(Nc1nc2ccccc2n1CCN1CC[C@H](O)C1)c1ccc(Cl)cc1,,,,,,,,,,5.76,O=C(Nc1nc2ccccc2n1CCN1CC[C@H](O)C1)c1ccc(Cl)cc1
OC(COc1ccc2c(c1)[C@@]13CCCC[C@H]1[C@@H](C2)N(CC1CCC1)CC3)COc1ccc2c(c1)[C@@]13CCCC[C@H]1[C@@H](C2)N(CC1CCC1)CC3,,,,,,,,,,9.021139098677786,OC(COc1ccc2c(c1)[C@@]13CCCC[C@H]1[C@@H](C2)N(CC1CCC1)CC3)COc1ccc2c(c1)[C@@]13CCCC[C@H]1[C@@H](C2)N(CC1CCC1)CC3
O=C1C=CC=C/C1=N\c1cc(Cl)c2c(c1[N+](=O)[O-])NON2,,,,,,,,,,4.49485,O=C1C=CC=C/C1=N\c1cc(Cl)c2c(c1[N+](=O)[O-])NON2
CC(C)=CCN1CC[C@@]2(C)c3cc(C(N)=O)ccc3C[C@@H]1[C@@H]2C,,,,,,,,,,8.255332497424632,CC(C)=CCN1CC[C@@]2(C)c3cc(C(N)=O)ccc3C[C@@H]1[C@@H]2C
CN1CC[C@]23c4c5ccc(O)c4O[C@H]2c2c(c4c(n2Cc2ccccc2)CCCC4)C[C@@]3(O)C1C5,,,,,,,,,,6.935549559757446,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2c2c(c4c(n2Cc2ccccc2)CCCC4)C[C@@]3(O)C1C5
Cc1cccc(C)c1-n1nnnc1C(C1CC1)N1CCN(C/C=C/c2ccccc2)CC1,,,,,,,,,,4.03356,Cc1cccc(C)c1-n1nnnc1C(C1CC1)N1CCN(C/C=C/c2ccccc2)CC1
CC(=O)Nc1ccc(CN2CCC[C@@H]2C/N=C(\S)N2Cc3ccccc3C[C@H]2CNC(=O)Nc2ccccc2)cc1,,,,,,,,,,7.989999999999997,CC(=O)Nc1ccc(CN2CCC[C@@H]2C/N=C(\S)N2Cc3ccccc3C[C@H]2CNC(=O)Nc2ccccc2)cc1
COC(=O)[C@@H]1C[C@H](OC(=O)C=C(C)C)C(=O)[C@H]2[C@@]1(C)CC[C@H]1C(=O)O[C@H](c3ccoc3)C[C@]21C,,,,,,,,,,6.548893886650988,COC(=O)[C@@H]1C[C@H](OC(=O)C=C(C)C)C(=O)[C@H]2[C@@]1(C)CC[C@H]1C(=O)O[C@H](c3ccoc3)C[C@]21C
COc1ccc2c3c1O[C@@H]1[C@]34CCN(CC3CC3)[C@H](C2)[C@]42CC[C@@]1(OC)[C@@H](C(NC(C)C(=O)O)c1ccccc1)C2,,,,,,,,,,6.59,COc1ccc2c3c1O[C@@H]1[C@]34CCN(CC3CC3)[C@H](C2)[C@]42CC[C@@]1(OC)[C@@H](C(NC(C)C(=O)O)c1ccccc1)C2
Cc1nn(-c2ncccc2CN(C)C)cc1CN1CCC2(CC1)OCC(F)(F)c1cc(Cl)sc12,,,,,,,,,,6.425968732272282,Cc1nn(-c2ncccc2CN(C)C)cc1CN1CCC2(CC1)OCC(F)(F)c1cc(Cl)sc12
CC[C@H](C)[C@H](NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)CNC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCN)C(=O)O,,,,,,,,,,8.346787486224656,CC[C@H](C)[C@H](NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)CNC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCN)C(=O)O
